Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
4/3/24,85.8,86.2,85,86,233,2679978,228066585.1
4/2/24,85.4,86,85.2,85.6,327,1092122,93209622.5
4/1/24,83,85.9,83,85.1,552,718368,61141915.5
3/28/24,82.6,83,82,82.1,249,286624,23599554.4
3/27/24,83,83.2,82,82.2,243,292637,24192372.4
3/26/24,83.5,84,82.5,82.7,197,834098,68542189.4
3/25/24,84,84.4,82.6,83,186,298094,24764633.7
3/22/24,82.6,84,82.4,83.8,216,2535950,210639570.3
3/21/24,83.9,83.9,82,82.3,315,261854,21600327
3/20/24,83.2,84.4,83,83.9,106,162578,13519653.5
3/19/24,85.8,85.8,83.2,83.3,153,361938,30538837.4
3/18/24,86,86,84,85,149,115798,9841789
3/15/24,85.6,86.2,85,85.5,107,111562,9542560
3/14/24,85.5,86.5,85.4,85.6,116,71405,6152092.2
3/13/24,83,86.4,82.9,85.3,327,2136456,179643064.9
3/12/24,84.5,84.5,82.9,83.1,204,183256,15294263.5
3/11/24,84.4,85,83.8,83.9,167,180268,15213413.3
3/7/24,83,84.9,83,84.6,195,392063,32985072.7
3/6/24,83,84,82.5,83.7,145,84089,6988374.3
3/5/24,84.3,85,82.6,83.1,167,163828,13816996.8
3/4/24,81.6,84.5,81,83.8,242,546100,44996817.9
3/1/24,81.6,81.6,80,81.4,81,72349,5869420.6
2/29/24,82,82,80.4,81.1,110,76327,6209062.5
2/28/24,79.5,83,79.5,82,390,958892,78122166.7
2/27/24,76.5,79.8,76.5,78.6,146,1262946,97278903.2
2/26/24,77,77,76,76.5,104,1068647,82248803.8
2/22/24,76.3,77.2,76.3,76.6,48,20969,1603641.1
2/21/24,76.9,77.2,76,77.1,89,83359,6413541.8
2/20/24,77,77,76,76.5,64,774082,59214807.8
2/19/24,76.5,77.1,76,76.9,85,205422,15621983.8
2/16/24,76.8,77,76.2,76.9,40,29229,2249190.8
2/15/24,76.5,77,75.5,76.2,59,68338,5247469
2/14/24,75.1,77.3,75.1,76.5,86,48166,3701220.9
2/13/24,75.2,76,75,75.1,76,52356,3936029.2
2/12/24,76.4,76.5,75,75.2,89,93164,6995179.6
2/9/24,77.5,77.5,76.4,76.5,44,9923,761219.1
2/8/24,75.6,78,75.6,77.5,153,96116,7453149
2/7/24,75,75.6,74.9,75,94,217464,16316168.5
2/6/24,74,75.5,73.6,75,109,87399,6513534.9
2/2/24,73.9,73.9,73,73.1,94,83212,6085784.4
2/1/24,73,73.9,72.9,73.5,78,278212,20415918.9
1/31/24,73.5,73.8,72.7,73.2,63,14956,1095786.9
1/30/24,74,74,72.8,73.1,55,45776,3342813
1/29/24,74.5,74.5,72.8,73,73,53465,3913815.4
1/26/24,73,74.5,73,73.1,79,57058,4190829.9
1/24/24,72.5,73.6,72.5,73,71,42721,3115998
1/23/24,73,73.6,72.7,73,94,78483,5714343.4
1/22/24,73.5,73.7,73,73.4,80,144545,10601494.1
1/19/24,74,74,73.5,73.5,52,23501,1728154.6
1/18/24,73.5,74,73,73.8,67,26119,1919558.6
1/17/24,74.5,74.5,73.5,73.5,66,70172,5163931.2
1/16/24,74.7,74.9,74,74.3,61,110111,8174970.9
1/12/24,74.5,76,74.5,74.9,41,25478,1924941.5
1/11/24,75.5,75.5,74,74,77,83736,6202821.5
1/10/24,76,76,74.2,74.5,67,131561,9828191.5
1/9/24,76,76.6,75.5,76,87,321231,24414379.8
1/8/24,76.5,77.3,75.5,75.7,122,336749,25617936.4
1/5/24,74.5,77,74.5,76.7,139,125627,9517871.9
1/4/24,74.9,74.9,74.2,74.5,78,308162,22969105.7
1/3/24,74.5,74.9,73.7,74.6,119,91918,6810509.7
1/2/24,71.6,74.5,71.6,73.4,96,42284,3096993.6
12/29/23,71.5,71.5,71,71.4,169,761281,54058924.3
12/28/23,71,72,70.9,71.5,105,86938,6233500.2
12/27/23,72,72,71,71,180,44141,3158474.2
12/22/23,73,73,71.7,71.9,157,58885,4244350.1
12/21/23,72.6,74,72.6,73.1,44,16613,1217251.1
12/20/23,71.8,73,71.8,72.5,84,30454,2208261.5
12/19/23,74.5,74.5,71,71.8,262,97271,7067364.5
12/18/23,74.8,74.8,73.8,74.1,64,25004,1852502.7
12/15/23,74.4,74.5,73.9,74.2,65,68781,5107356.9
12/14/23,74.8,74.8,73.8,74,81,48318,3594200.9
12/13/23,74,75.5,73.5,74.2,154,90071,6655209.7
12/12/23,75.5,75.5,73.8,74.3,185,221223,16480607
12/11/23,75,75.5,73.9,75,168,259203,19371366.8
12/8/23,74,75,73.9,74,235,614486,45492585.2
12/7/23,75,75,73.5,73.8,130,59121,4377459.2
12/6/23,74.9,75,74,74.3,95,18839,1399590.4
12/5/23,75.5,75.5,74.2,74.4,135,155190,11570383.5
12/4/23,75,75.5,74.7,74.7,198,186072,13949643.4
12/1/23,75.3,76,74.7,75,124,83186,6238730.6
11/30/23,75,75.4,74.8,75,120,96913,7271494
11/29/23,75.2,75.2,74.9,75,90,59518,4463284.8
11/28/23,75.2,76,74.8,74.9,151,91124,6845444.1
11/27/23,76,76,75.3,75.5,81,119292,9021229.9
11/24/23,76.9,76.9,74.8,75,135,356364,26818801.7
11/23/23,75.5,76,74.9,75,176,124209,9320758.2
11/22/23,76.9,79,75,75.9,129,211148,16012467.6
11/21/23,75.9,76.9,75,75.1,166,518121,39141621.5
11/20/23,76,76.9,75.4,75.7,119,46163,3508972.3
11/17/23,75.5,77,75.5,76,128,88890,6754000.9
11/16/23,77,77,74.5,75.5,332,305443,23006020.3
11/15/23,78.6,79,76.7,76.9,429,399937,31016212.7
11/14/23,80.9,80.9,78.5,78.8,379,359837,28585679.7
11/13/23,81.4,81.8,80.1,80.4,337,272978,22006385.5
11/10/23,83.8,83.8,81.4,81.8,198,154793,12671934.3
11/9/23,84.4,84.4,81.5,82.3,154,38778,3201682.7
11/8/23,85,85.9,83,84.4,101,100107,8403262.6
11/7/23,84.9,86,84,84.2,152,253339,21476335.8
11/6/23,85,86,84.5,85.1,79,83296,7081528.1
11/3/23,86.4,86.5,84,84.9,67,96516,8250845.6
11/2/23,84,87,83.5,86,155,320260,27462231.1
11/1/23,82,83.5,82,83.5,63,43679,3626473.4
10/31/23,84.1,84.3,82,82.7,114,105079,8670445.4
10/30/23,85.8,85.8,83.5,83.7,68,49323,4126076.7
10/27/23,84,85.6,82.9,85.1,95,207527,17581929.5
10/26/23,82.4,82.6,81,81.9,132,68014,5552446.5
10/25/23,83.5,84,81.5,81.6,236,263807,21552756.7
10/24/23,86.9,86.9,83.5,83.6,165,428442,35659347.7
10/23/23,88,88,85,85.3,112,93840,8094516
10/20/23,82.6,85.7,82.6,85,166,145837,12376221.5
10/19/23,82,83.6,81,83,210,140183,11479712.3
10/18/23,85,85,82,82.3,257,151950,12617814.8
10/17/23,86.2,86.9,84.5,85,152,200148,17117604.4
10/16/23,88.1,88.7,86.3,86.5,143,165247,14365204.7
10/13/23,88.6,89,88,88.1,112,162336,14348856.8
10/12/23,86.5,89,86,88.5,105,362486,32097332.5
10/11/23,89,89,86.5,87,141,70668,6159267.9
10/10/23,89,90,88,88.1,170,501543,44280815.5
10/9/23,89.3,89.9,85.5,88,283,1248548,109664662.8
10/6/23,89.5,90,89,89.5,92,186354,16643404.6
10/5/23,91,91.5,89.2,89.5,132,191214,17277570.5
10/4/23,90,91.3,88,90.9,201,144704,12915527.7
10/3/23,91.5,91.8,89.5,89.8,260,218212,19683748
10/2/23,92.9,92.9,91,91.5,161,95985,8807547
9/27/23,93.5,93.8,92.9,93,96,579624,54062319.1
9/26/23,92,93.5,92,93.5,86,44091,4110363.9
9/25/23,93,93.4,92,93,90,98585,9142784.8
9/22/23,92.2,93,92,92.8,132,260491,24157297.9
9/21/23,94,94.4,92.1,92.5,160,102470,9537335.7
9/20/23,93.3,94.1,93,93.4,69,53961,5042552.7
9/19/23,94.2,94.2,93,93.4,192,163353,15289596.6
9/18/23,95.7,96.9,94,94.3,150,182278,17291837.5
9/15/23,97.3,97.6,95.5,96.6,209,261366,25471591.4
9/14/23,95.1,97.9,95,97.2,482,1072437,103653982.9
9/13/23,93.5,95.4,93.5,95,271,1222141,116098935.2
9/12/23,94.5,95.4,93.5,93.8,194,583137,55149344.7
9/11/23,94,94.5,93.4,94.4,159,405514,38116120.8
9/8/23,93.3,94.3,92.5,94,171,148564,13946420.1
9/7/23,92.5,94,92,93.8,148,207930,19395705.3
9/6/23,94.4,94.4,92,92.6,329,353327,32746183.8
9/5/23,96.3,96.3,93.6,94.1,358,257113,24380061.8
9/4/23,95,96.5,94.6,96,751,1110920,106577174.8
9/1/23,90.2,95.9,90,94.9,1310,3337477,310713984
8/31/23,88.5,90.8,88.5,90.2,297,662633,59558565.7
8/29/23,88.5,90,88.1,88.4,109,60117,5325190.2
8/28/23,90.8,91.7,88,88.8,371,256958,23268081.4
8/25/23,86.5,91.1,86.4,90.6,447,1003630,90263817.3
8/24/23,87,87.5,86,86.9,72,34520,2991093.6
8/23/23,86,87.7,85.5,86.7,200,775697,66932966.5
8/22/23,86,86.9,85.5,86,161,288202,24802710.1
8/21/23,88.4,88.4,85.9,86,250,367791,31832436.5
8/18/23,88,88,86.2,87.5,214,418284,36415422.5
8/17/23,89.1,89.1,86.6,88,220,454706,39765618.8
8/16/23,88,89.2,87.2,89.1,223,318108,28212256.1
8/15/23,89.4,89.4,87.5,88.4,223,453815,40118246.5
8/14/23,88.5,90.2,85.1,89.7,921,1719572,152027900
8/11/23,88.5,91.7,88,90.6,666,1216249,109854956.5
8/10/23,87,89.6,86.6,88.8,281,472493,41546583.1
8/9/23,87.5,88,86.3,87.6,233,181327,15811122.6
8/8/23,88,88,85.5,86.1,303,260002,22376274.4
8/7/23,86.5,88.5,85.9,87.5,323,409673,35759506.9
8/4/23,87.6,87.6,86.1,86.5,293,442560,38282653.2
8/3/23,87.6,88,86.6,87,454,984606,85692587.7
8/2/23,88.8,89.8,87,87.6,339,532393,46909764.1
7/31/23,87.5,89.9,86.5,89.2,507,1119518,97726099
7/28/23,87,88.4,86.5,87.9,227,296760,26071485.6
7/27/23,85.7,88.5,85.4,86.8,357,417122,36484627.6
7/26/23,89,89,85.9,86,442,588703,50818474.7
7/25/23,88,90.3,86,88.3,497,471946,41639744.8
7/24/23,89.4,90.4,87.8,88.1,446,342971,30566016.5
7/21/23,90.5,91,89.1,90.2,565,492016,44378732.2
7/20/23,92,92.2,90.5,91,432,605855,55333320.9
7/19/23,93.3,93.3,91.5,91.9,531,780178,71736240.1
7/18/23,94.8,95.4,93,93.6,422,548446,51469013.5
7/17/23,94,95.5,93,94.9,894,2110565,200271803.2
7/14/23,90.5,94.4,89.8,94,841,2013126,186005426.4
7/13/23,91.5,91.7,89.3,90.4,426,808070,72804144.4
7/12/23,89,92,88.1,91.5,935,2373832,215098397.1
7/11/23,85.5,89.2,84.7,88.9,811,3042436,266069763.3
7/10/23,87.8,88.2,85.5,85.9,471,323246,27982059.6
7/7/23,88,89.2,86.7,87.8,482,477242,41755074.2
7/6/23,90,90,86.4,88.8,924,2172501,192808943.3
7/5/23,85.8,89.8,85,88.9,1441,3693716,322184851.1
7/4/23,80.1,85.5,80.1,84.2,1096,4287301,353833764
6/28/23,75.5,78.3,75.5,77.6,290,606054,47023550.8
6/27/23,78,78.1,76,76.1,226,376561,28761169.7
6/26/23,75.5,78.1,73,77.8,487,731727,56380411.3
6/23/23,73.8,75.9,73.8,75.5,307,571165,42901673.6
6/22/23,73.6,74.3,73.6,74.1,204,218352,16164048.2
6/21/23,72,74,72,73.5,224,379569,27765302.1
6/20/23,72,72.5,71.5,72,171,639752,46061656.3
6/19/23,71.7,72.5,71,72,219,848803,61054443.2
6/16/23,73,73,71.5,72,205,394584,28377293.6
6/15/23,72.1,73.2,72,73,251,750868,54543854.3
6/14/23,71.9,73,71.5,72,352,1494978,107871145.3
6/13/23,72,72,71.5,71.6,203,514561,36890572.3
6/12/23,71.9,72.5,71.2,71.9,253,517209,37224900.6
6/9/23,70,71.8,70,71.1,218,5284572,375216961.5
6/8/23,69.5,70.5,69.5,70.1,205,828102,57974787.3
6/7/23,69.3,69.6,68.5,69.4,191,475655,32804607.4
6/6/23,69,69.7,68.5,69.2,60,44877,3095547.2
6/5/23,69.3,70.4,68.9,69.2,162,218833,15198020.5
6/2/23,70.1,72,69.2,69.4,198,414953,29084137.6
6/1/23,66,70.6,66,68.6,208,558496,38098701
5/31/23,66.7,66.7,65.8,66.1,138,64256,4247800.5
5/30/23,66.6,67.5,65.6,66,197,130410,8645927.5
5/29/23,68,68,66.1,66.8,179,95571,6402010.3
5/26/23,67,69.9,66.9,68.5,147,144452,9831603.1
5/25/23,67,67,66.4,67,144,200194,13396883.5
5/24/23,66.6,68,66.5,66.9,186,172582,11555756.8
5/23/23,67.5,67.5,66,66.9,245,206217,13718489
5/22/23,67.8,67.8,66.5,66.8,323,248892,16661508.9
5/19/23,68,68.4,67.3,67.8,206,254299,17180109.1
5/18/23,68,68.5,67.6,67.8,122,74707,5069598.7
5/17/23,67.1,68.9,67.1,68.1,55,28944,1966274.3
5/16/23,68.6,69.9,66.9,67.5,281,115302,7800873.6
5/15/23,69.9,70,68.5,69,137,231869,16024480.5
5/12/23,68.6,69.9,68.5,69.7,136,321793,22208065.4
5/11/23,67.9,69,67.6,68.6,159,176852,12065723
5/10/23,67.7,68.2,67.7,68,144,120213,8174272.7
5/9/23,68.1,68.2,67.8,68,215,181759,12357874.6
5/8/23,69,69,67.9,68,223,154636,10526854
5/4/23,67.7,69,67.7,68.3,101,57556,3931239.9
5/3/23,68,69.7,66,67.9,237,152312,10377342.6
5/2/23,68.5,69,66.6,67.1,353,165192,11142340
4/28/23,69,70,67.6,69,218,185568,12732582
4/27/23,69.3,70,68,68.6,345,196692,13493406.1
4/26/23,70,71.3,69.5,69.6,234,269492,18833649.2
4/25/23,71.3,71.3,69.9,70,278,104008,7291956.8
4/24/23,72,72,70.7,70.9,172,55095,3917137.1
4/21/23,73.1,73.1,71,71.8,234,69590,5016042.5
4/20/23,72.3,74,72.2,73.1,146,444679,32245366.2
4/19/23,72.9,74,72,72.4,133,609071,43929434.3
4/18/23,74,74,72.8,72.8,105,35904,2620167.1
4/17/23,72,74,72,73.5,126,96387,7002435.9
4/12/23,73,73,72,72.1,385,365785,26574956.6
