Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
3/14/25,121,122.5,120.5,121.5,117,424158,51643504.25
3/12/25,119.25,120.25,118.75,119.5,94,139555,16674738.5
3/11/25,120.25,122,118.25,119.25,112,310639,37270105.75
3/10/25,122,123,120.5,120.5,127,79145,9583726.5
3/7/25,119,122.5,117,120.75,461,4598107,548563856.3
3/6/25,117,119,116.5,117.75,108,584133,68914264.25
3/5/25,114,117.5,113,116,124,3072783,356479590.5
3/4/25,115.5,115.5,113,113,190,137358,15592126
3/3/25,119,119.5,115,115.75,175,1414763,165536568.5
2/28/25,117.5,118.75,117.5,118.25,99,650241,76744203.5
2/27/25,118.5,120,117,117.5,126,63002,7418597.75
2/25/25,121.5,122,117,118.25,194,277080,33181117.75
2/24/25,122.5,123,121,121.75,117,425416,51655744.25
2/21/25,121,122.5,120.5,122,153,540892,65598776.75
2/20/25,122,122,120.5,121,113,144231,17457780.75
2/19/25,123,123.5,121,122,259,1714904,209169987.3
2/18/25,125,128,121,123,1051,1470811,180545204.5
2/17/25,116.5,117,116,117,162,831707,97267675.75
2/14/25,113.75,117,113.75,116.5,262,1628546,187828432.3
2/13/25,110,113,110,112.75,68,78302,8776151
2/11/25,112.25,112.5,112,112,82,165595,18550242.25
2/10/25,114,114,112,113,101,374933,42727924.75
2/7/25,112,116,111.75,113,185,171285,19498791.25
2/6/25,110.75,113.25,108,110,173,1010022,111241874.3
2/5/25,113.25,113.25,110,111,124,134663,15111422.25
2/3/25,114,115,113,114.5,73,27446,3138076
1/31/25,114,114.25,113,114,71,1090991,124338131.8
1/30/25,115,115,112.5,113.75,105,68407,7742120.5
1/29/25,115,116.25,113.75,114.25,121,237733,27301371.75
1/28/25,116.75,116.75,114.25,114.75,110,573011,65980747.5
1/27/25,113.75,116,113,115.25,128,198736,22850294
1/24/25,116,116,113,113.75,97,132724,15221467
1/23/25,112,115.75,111,115,292,950314,108248977.3
1/22/25,111,113,110,112,161,391646,43865803
1/21/25,111.25,112.5,111,112,147,238203,26568460.75
1/20/25,110,111,108,110.25,164,380054,41710295
1/17/25,108,109.25,106.5,109,157,954572,103434718
1/16/25,108.25,108.25,105,106.25,78,93998,10069347.5
1/15/25,104.25,109,104.25,108.25,111,200052,21649770
1/10/25,104.5,109,103,108,180,814042,86698399.5
1/9/25,107.75,108,104,105,117,107558,11315864.25
1/8/25,105.25,108,105.25,106.75,98,135147,14434557.75
1/7/25,110,110,105.5,107,189,167022,17888473.75
1/6/25,106.5,111,105.25,110,419,3156789,347924796.3
1/3/25,109,113.5,107,108.5,507,2572428,285881063
1/2/25,103,109,102.75,108.5,437,4959766,528803202.8
12/31/24,102.5,105,100.5,103.25,289,495078,50817530
12/30/24,97,103,96.9,101.25,486,1716414,172262377.9
12/27/24,96,96.4,95,96.1,134,292028,27980564.4
12/26/24,92,96.4,92,95.9,235,602040,57223337.8
12/24/24,92.1,92.4,91.5,92,131,199204,18269473.5
12/23/24,92.9,93.3,91.6,92.1,183,326147,30145182.9
12/20/24,92.4,93,91.8,92.4,126,144015,13297525.4
12/19/24,93.1,93.1,92.3,92.5,89,116547,10827031.5
12/18/24,92.1,93,91.5,92.2,196,1727065,159764688.8
12/17/24,93,93.1,91.8,92,116,164913,15178572.3
12/16/24,92.1,93.8,92.1,93,129,155906,14501695.3
12/13/24,90.9,93.4,90.9,92,300,4641749,427386404.4
12/12/24,91.2,91.2,90.6,90.7,66,73006,6639288.5
12/11/24,91.5,92,91,91.2,107,368805,33880758.3
12/10/24,91.2,92.3,91,91.8,201,2022739,185661779.9
12/9/24,90.5,91.2,90,91.1,228,1514049,137767051
12/6/24,89,90.7,89,90.4,239,2177870,196024502.3
12/5/24,88,89.5,88,89.1,305,2652674,234997539.9
12/4/24,86.8,87.1,86.8,87,143,916176,79454521
12/3/24,85,86.8,85,85.9,78,214779,18464906.8
12/2/24,85,87,84,85.9,179,1364889,116157330.7
11/29/24,84,84.9,84,84.5,86,536209,45155183.8
11/28/24,82.5,84.2,82.5,83.5,132,1670676,139110163.2
11/27/24,82.1,82.8,82,82.5,100,2122299,174560790.1
11/26/24,82.9,83,82,82,86,1014264,83175541.9
11/25/24,83.5,83.8,82.5,82.5,84,109935,9101456.2
11/22/24,83.8,84.2,83.8,83.9,45,47144,3955844
11/21/24,84.2,84.8,83.1,83.8,57,91801,7684747.7
11/20/24,84,84.5,83.9,84,45,143121,12022110
11/19/24,84.3,85,83.9,84,131,742132,62972273.9
11/18/24,84.9,84.9,84,84,94,57452,4858591.9
11/14/24,83.5,84.9,83,84.7,92,1107212,93724216.3
11/13/24,82.9,83.8,82.9,83.5,40,13951,1160073.4
11/12/24,82.3,82.8,82,82.6,71,90840,7499517.8
11/11/24,83,83,82,82.2,69,120794,9970866.4
11/8/24,83.6,83.9,82,82,140,228973,18915400
11/7/24,81.5,83.6,81,83.1,136,78647,6410301
11/6/24,81,81,80.5,80.8,65,45821,3691083.6
11/5/24,82.5,82.5,80.2,81,82,26319,2142302.8
11/4/24,83.3,83.8,82.3,82.7,54,50583,4186233.1
11/1/24,83.8,84,83,83.3,69,56266,4680888.1
10/30/24,83.3,84.4,82.1,84,143,1444005,120941319.4
10/29/24,82.5,83.3,82,83.1,82,298387,24766026.6
10/28/24,82.6,82.9,81.3,82.3,63,1191104,97693263.8
10/25/24,82.7,83.4,82.6,82.9,107,1235604,102254755.9
10/24/24,81.2,83,81,82.8,169,853672,70391103.6
10/23/24,80.5,81.3,80.5,81,116,976361,78905301.6
10/22/24,80.3,80.8,80,80.5,40,30267,2425656.7
10/21/24,79,80.9,79,80.5,97,229646,18378439
10/18/24,78.9,79.5,78.3,79,46,40959,3226061
10/16/24,78.5,78.9,78.4,78.8,22,506195,39988061.4
10/15/24,77.7,79.3,77.7,78,51,106473,8307176.3
10/14/24,78.6,79.4,77,78,78,102740,8014402.2
10/11/24,77.5,79.4,77.5,78.5,45,67173,5276625.2
10/10/24,77.7,78,77.1,77.8,25,18032,1401912.2
10/9/24,78.8,79,77,78,78,25860,2018875
10/8/24,79,79.9,78,78.8,50,23472,1850270.4
10/7/24,79.5,80,78.9,79,73,147016,11668769.7
10/4/24,78.9,80,78.6,80,101,435099,34554273.8
10/3/24,78.5,78.9,78.3,78.5,38,467199,36635652.3
10/2/24,78.9,78.9,78,78.2,59,186805,14648934.6
10/1/24,78.5,79,78.5,78.7,52,60043,4725671.1
9/30/24,77.5,78.6,77.5,78.1,90,137361,10696287.8
9/27/24,77.7,77.7,75,77.4,90,191982,14841518.1
9/26/24,78,79,77.1,77.5,139,739584,57655299.8
9/25/24,75.1,78,75.1,77.8,116,206704,15911696.1
9/24/24,73.5,76,73.5,75,146,559201,41818978.5
9/23/24,72.4,74,71,73.3,93,257764,18567655.2
9/20/24,73.9,73.9,72,72.5,87,651446,47054163
9/19/24,72.5,74,72.5,72.8,85,123891,9082944
